ID,馬名,性別,年齢,父,馬体重,オークション日,落札価格,落札時賞金,現在賞金,ROI,リンク,病歴,繁殖
2171,カゲツ,牝,4,フリオーソ,448,2024-11-14,820000,1316000,0,-160.5,https://auction.keiba.rakuten.co.jp/item/13339,,
344,ファインノーブル,牝,4,マジェスティックウォリアー,474,2025-10-02,820000,1970000,0,-240.2,https://auction.keiba.rakuten.co.jp/item/15087,骨折,
1546,ミライヘノメグミ,牝,4,ディスクリートキャット,455,2025-02-06,820000,5400000,0,-658.5,https://auction.keiba.rakuten.co.jp/item/13701,,
2401,ヴォラーレ,牡,3,ハッピースプリント,434,2025-12-25,820000,6905000,0,-842.1,https://auction.keiba.rakuten.co.jp/item/15495,,
2227,ムサシ,牡,3,ラブリーデイ,446,2024-11-21,820000,6150000,0,-750.0,https://auction.keiba.rakuten.co.jp/item/13396,,
1364,エテルネル,牝,4,タリスマニック,486,2024-12-19,820000,11520000,0,-1404.9,https://auction.keiba.rakuten.co.jp/item/13519,鼻出血,
1639,ノーティアス,牡,6,ハービンジャー,518,2025-03-06,820000,8480000,0,-1034.1,https://auction.keiba.rakuten.co.jp/item/13797,フレグモーネ,
2199,フォックススリープ,セ,6,カレンブラックヒル,478,2024-11-14,810000,26095000,0,-3221.6,https://auction.keiba.rakuten.co.jp/item/13368,疝痛,
1128,シプレーノート,牝,3,ディーマジェスティ,440,2025-06-12,810000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14280,,
2124,オオタニズスマイル,牡,3,ルーラーシップ,486,2024-11-07,810000,428000,0,-52.8,https://auction.keiba.rakuten.co.jp/item/13292,,
841,バックパック,牝,3,サートゥルナーリア,452,2025-09-18,810000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14989,骨瘤,
2523,ウインアレグロ,牝,3,クリソベリル,478,2026-02-05,810000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15615,,
460,サバンナモンキー,牡,6,シニスターミニスター,470,2025-07-31,810000,21015000,0,-2594.4,https://auction.keiba.rakuten.co.jp/item/14596,鼻出血,
1310,イチジョウサクラ,牝,3,シルバーステート,426,2025-07-17,810000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14464,,
935,ピエノダモーレ,牝,3,ロゴタイプ,460,2025-05-08,810000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14083,,
1881,エクセレントラン,セ,7,ジャングルポケット,490,2024-09-19,810000,39630000,0,-4892.6,https://auction.keiba.rakuten.co.jp/item/13046,屈腱炎,
772,ラヴァフォール,牝,3,アルアイン,418,2025-09-07,810000,3200000,0,-395.1,https://auction.keiba.rakuten.co.jp/item/14919,鼻出血,
933,バストス,牝,3,リアルスティール,486,2025-05-08,810000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14081,脚部不安,
187,アリユールボルト,牡,3,スマートファルコン,510,2025-10-09,810000,2600000,2876000,34.1,https://auction.keiba.rakuten.co.jp/item/15126,さく癖,
975,カスミヅキ,牡,3,アドマイヤムーン,462,2025-05-15,810000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14124,,
98,ランスオブフェイス,牝,3,ゴールドシップ,478,2025-11-20,810000,1600000,0,-197.5,https://auction.keiba.rakuten.co.jp/item/15340,,
2061,ピースフルタイム,牡,7,デクラレーションオブウォー,482,2024-10-24,810000,7985000,0,-985.8,https://auction.keiba.rakuten.co.jp/item/13228,跛行,
15255,スフレ,牝,3,ルヴァンスレーヴ,434,2025-11-02,810000,5918000,0,-730.6,https://auction.keiba.rakuten.co.jp/item/15255,,
1421,トゥラムプラッツ,牡,4,オルフェーヴル,490,2025-01-09,810000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13576,跛行,
1219,ノースザワールド,牡,7,ディープインパクト,490,2025-06-26,810000,130925000,0,-16163.6,https://auction.keiba.rakuten.co.jp/item/14372,繋靭帯炎,
2095,ラインポーチュラカ,牝,5,アニマルキングダム,516,2026-02-26,810000,3857000,0,-476.2,https://auction.keiba.rakuten.co.jp/item/15727,裂蹄,
516,アンドゥーラ,牡,4,ドゥラメンテ,478,2025-08-10,810000,14650000,14650000,0.0,https://auction.keiba.rakuten.co.jp/item/14654,骨折,
2236,チャオベッラ,牝,5,ハービンジャー,481,2024-11-21,810000,13185000,0,-1627.8,https://auction.keiba.rakuten.co.jp/item/13405,,
110,イオシーワン,牝,3,ナダル,453,2025-11-20,810000,3445000,0,-425.3,https://auction.keiba.rakuten.co.jp/item/15354,骨折,
2640,ウイントッペン,牡,3,エーシントップ,484,2026-03-01,810000,3000000,0,-370.4,https://auction.keiba.rakuten.co.jp/item/15736,骨折,
1009,エイシンネクタル,牡,5,イスラボニータ,467,2025-05-18,810000,15115000,0,-1866.0,https://auction.keiba.rakuten.co.jp/item/14158,鼻出血,
2583,ラウダーティオ,牡,3,ワールドエース,478,2026-02-15,8010000,16085000,0,-200.8,https://auction.keiba.rakuten.co.jp/item/15670,,
2027,イチゴショート,牝,6,エイシンヒカリ,430,2024-10-17,800000,4360000,0,-545.0,https://auction.keiba.rakuten.co.jp/item/13194,,
50,スペシャルフライト,牝,9,Bel Esprit,480,2025-11-06,800000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15284,,○
1228,インナーリソース,牡,3,サトノダイヤモンド,460,2025-07-03,800000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14381,,
936,プルメリアリング,牝,3,シルバーステート,432,2025-05-08,800000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14084,,
1593,メタルスパーク,セ,8,ジョーカプチーノ,488,2025-02-20,800000,45588000,0,-5698.5,https://auction.keiba.rakuten.co.jp/item/13749,繋靭帯炎 / 跛行,
1956,ミヤコノユメ,牝,8,ロードカナロア,400,2024-10-03,800000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13121,,○
904,テクノアップル,牝,2,リアルスティール,416,2025-04-24,800000,210000,0,-26.3,https://auction.keiba.rakuten.co.jp/item/14052,脚部不安,
2105,ハッピーパーティー,牝,10,クロフネ,400,2024-10-31,800000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13272,,○
870,マダムシーファー,牝,3,ブリックスアンドモルタル,418,2025-04-20,800000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14018,跛行,
1397,コントリビューター,牡,4,ハービンジャー,482,2024-12-26,800000,5580000,0,-697.5,https://auction.keiba.rakuten.co.jp/item/13552,打撲 / 旋回癖,
1996,ハクシンレガロ,牝,4,エピファネイア,400,2024-10-10,800000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13163,球節炎 / 骨瘤,○
891,カゲンノツキ,牝,4,ネオユニヴァース,432,2025-04-24,800000,1452000,0,-181.5,https://auction.keiba.rakuten.co.jp/item/14039,蟻洞,
892,ホウオウマリアン,牝,4,マツリダゴッホ,448,2025-04-24,800000,1480000,0,-185.0,https://auction.keiba.rakuten.co.jp/item/14040,,
2440,ウーニャ,牝,6,ヴィットリオドーロ,457,,800000,12800000,0,-1600.0,https://auction.keiba.rakuten.co.jp/item/13783,,
1016,ライトニングラン,牝,3,ヤマカツエース,428,2025-05-22,800000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14165,,
710,エムズドリーム,牡,3,ゴールドドリーム,422,2025-08-31,800000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14855,,
1632,アルフィオーレ,牝,3,マクフィ,404,2025-03-06,800000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13790,,
1955,マイネルアンファン,牡,9,アイルハヴアナザー,518,2024-10-03,800000,63238000,0,-7904.8,https://auction.keiba.rakuten.co.jp/item/13120,DDSP / フレグモーネ / 跛行,
1894,ヴァルムチェーナの23,牝,1,ゴールドシップ,402,2024-09-26,800000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13059,骨折 / 骨片,
2035,ブーケパルフェの23,牝,1,ワールドエース,376,2024-10-24,800000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13202,屈腱炎,
661,メイショウイントロ,牝,3,キタサンブラック,472,2025-08-28,800000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14805,,
2023,エコロジョイアー,牡,4,サトノアラジン,499,2024-10-17,800000,1350000,0,-168.8,https://auction.keiba.rakuten.co.jp/item/13190,,
1320,メイショウミスイチ,牝,3,フィエールマン,444,2025-07-17,800000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14475,,
1730,ブラゾンロワイヤル,牡,3,ハービンジャー,504,2025-03-27,800000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13892,,
1480,コックリサン,牝,3,レインボーライン,414,2025-01-23,800000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13635,,
905,エイシンシャルマン,牡,3,シュヴァルグラン,511,2025-04-24,790000,2507000,0,-317.3,https://auction.keiba.rakuten.co.jp/item/14053,,
1663,グリンダ,牝,3,ウインブライト,434,2025-03-13,790000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13823,,
1000,スイングステート,牡,6,シルバーステート,572,2025-05-15,790000,18322000,0,-2319.2,https://auction.keiba.rakuten.co.jp/item/14149,,
1785,サブノフクムスメ,牝,4,ロージズインメイ,495,2025-04-03,790000,4025000,0,-509.5,https://auction.keiba.rakuten.co.jp/item/13948,骨折,
1024,グランツリッター,牡,3,シュヴァルグラン,447,2025-05-22,790000,1333000,0,-168.7,https://auction.keiba.rakuten.co.jp/item/14174,,
1077,チャンドラマハル,牝,3,ブリックスアンドモルタル,498,2025-06-01,790000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14228,,
531,チャットケリー,牝,3,アルアイン,420,2025-08-14,780000,0,1322000,169.5,https://auction.keiba.rakuten.co.jp/item/14669,,
2534,ゴールドシリカ,牝,4,ゴールドドリーム,453,2026-02-05,780000,3888000,3887000,-0.1,https://auction.keiba.rakuten.co.jp/item/15626,,
1321,メイズ,牝,3,ロジャーバローズ,468,2025-07-17,780000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14476,屈腱炎 / 打撲,
653,クオレプリマドンナ,牝,3,モーリス,462,2025-08-28,780000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14796,骨折,
1484,デュエルイメル,牡,4,ヘニーヒューズ,510,2025-01-23,780000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13639,蟻洞,
758,ハクアイゴジロー,牡,7,パイロ,550,2025-09-04,780000,21120000,0,-2707.7,https://auction.keiba.rakuten.co.jp/item/14905,ゆう癖,
1100,コスモメモラブル,牝,3,ダノンバラード,396,2025-06-05,780000,560000,0,-71.8,https://auction.keiba.rakuten.co.jp/item/14251,,
1563,クラウドクラスター,牡,6,アドマイヤムーン,478,2025-02-13,780000,4890000,0,-626.9,https://auction.keiba.rakuten.co.jp/item/13719,,
878,アカイツキ,牝,3,アメリカンペイトリオット,482,2025-04-24,780000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14026,ゆう癖,
1984,クリノフロンティア,牡,3,フリオーソ,440,2024-10-10,780000,550000,0,-70.5,https://auction.keiba.rakuten.co.jp/item/13150,,
1582,カレンスカーレル,牝,3,ジャスタウェイ,466,2025-02-20,780000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13738,,
2559,ミヤビエクセレント,牝,5,オルフェーヴル,483,2026-02-08,780000,2562000,0,-328.5,https://auction.keiba.rakuten.co.jp/item/15646,,
512,アーリドラータ,牡,3,エポカドーロ,468,2025-08-10,780000,840000,0,-107.7,https://auction.keiba.rakuten.co.jp/item/14649,骨折,
2561,アツンケル,牝,3,タニノフランケル,560,2026-02-12,780000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15648,,
93,アンラコル,牝,2,ゴールドシップ,446,2025-11-20,780000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15335,DDSP,
476,サンパギータチャン,牝,3,ダノンレジェンド,386,2025-08-07,780000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14612,,
1603,ロンギングドルチェ,牝,4,ドゥラメンテ,400,2025-02-20,780000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13759,繋靭帯炎 / 骨折,○
459,メイショウミチロク,牡,5,ゴールドシップ,495,2025-07-31,780000,4980000,0,-638.5,https://auction.keiba.rakuten.co.jp/item/14595,,
1799,ビッグリュウオー,セ,5,ビッグアーサー,503,2025-04-06,780000,10080000,0,-1292.3,https://auction.keiba.rakuten.co.jp/item/13962,ゆう癖,
1506,ロットゥーラ,牡,5,バゴ,472,2025-01-23,780000,3850000,0,-493.6,https://auction.keiba.rakuten.co.jp/item/13661,裂蹄,
1756,ジュンツーポイント,牡,6,アドマイヤムーン,495,2025-03-27,780000,5570000,0,-714.1,https://auction.keiba.rakuten.co.jp/item/13918,さく癖 / 感冒,
829,ワタシイノッテマス,牡,2,ガルボ,456,2025-09-14,7710000,2500000,0,-32.4,https://auction.keiba.rakuten.co.jp/item/14976,,
1706,ハクアイドリーム,牡,4,タリスマニック,455,2025-03-20,770000,2727000,0,-354.2,https://auction.keiba.rakuten.co.jp/item/13866,,
949,ビヨンドザタイム,牡,6,ダイワメジャー,466,2025-05-08,770000,9850000,0,-1279.2,https://auction.keiba.rakuten.co.jp/item/14098,,
1017,ロングトーン,牝,3,ダノンバラード,380,2025-05-22,770000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14166,,
1417,ベアショット,牝,3,ダノンバラード,462,2025-01-09,770000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13572,,
380,キョウエイレッド,牝,3,レッドファルクス,406,2025-07-24,770000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14515,,
1816,シュライバー,牡,3,バーディバーディ,474,2025-04-10,770000,2360000,0,-306.5,https://auction.keiba.rakuten.co.jp/item/13980,さく癖,
499,ヒノタマボーイ,牡,5,ヴィクトワールピサ,470,2025-08-07,770000,5460000,0,-709.1,https://auction.keiba.rakuten.co.jp/item/14635,,
1740,エメラルドビーチ(IRE),牡,5,Gleneagles,532,2025-03-27,7660000,37780000,0,-493.2,https://auction.keiba.rakuten.co.jp/item/13902,,
1564,ヴェルトライゼンデ,牡,8,ドリームジャーニー,500,2025-02-13,7600000,378047000,0,-4974.3,https://auction.keiba.rakuten.co.jp/item/13720,屈腱炎 / 脚部不安 / 骨折,
1719,コスモタラゴン,牡,4,ロージズインメイ,459,2025-03-23,760000,7280000,0,-957.9,https://auction.keiba.rakuten.co.jp/item/13879,感冒 / 骨瘤,
472,エファルジェント,牝,3,サングレーザー,442,2025-08-07,760000,0,547000,72.0,https://auction.keiba.rakuten.co.jp/item/14608,,
285,ジェイエルタイド,牝,3,ノーブルミッション,433,2025-09-21,760000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15026,,
941,コスモコロネット,牝,3,サトノクラウン,404,2025-05-08,760000,4280000,0,-563.2,https://auction.keiba.rakuten.co.jp/item/14090,打撲,
2020,リルフロスト,牡,3,スノードラゴン,496,2024-10-17,760000,3060000,0,-402.6,https://auction.keiba.rakuten.co.jp/item/13187,感冒,
1766,シャラク,牡,4,ホッコータルマエ,523,2025-03-30,760000,1985000,0,-261.2,https://auction.keiba.rakuten.co.jp/item/13928,,
393,マーシフルルーラー,牡,3,ルーラーシップ,534,2025-07-24,760000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14529,,
711,ジークヴァルツァー,牡,3,デクラレーションオブウォー,550,2025-08-31,760000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14856,DDSP,
1218,エイシンデュエラー,牡,6,ドゥラメンテ,497,2025-06-26,760000,14101000,0,-1855.4,https://auction.keiba.rakuten.co.jp/item/14371,さく癖 / 大腸炎 / 骨折,
2338,サウンドコネクト,セ,2,サートゥルナーリア,434,2025-12-25,760000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15419,,
1360,テイクノーティス,牡,3,ハービンジャー,448,2024-12-19,760000,3010000,0,-396.1,https://auction.keiba.rakuten.co.jp/item/13515,骨折,
1859,キョウエイバジル,牝,2,アポロケンタッキー,421,2024-09-12,760000,800000,0,-105.3,https://auction.keiba.rakuten.co.jp/item/13023,,
840,ノブノリオウ,牡,3,サトノダイヤモンド,434,2025-09-18,760000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14988,,
2619,ミツカネマルテ,牝,3,シルバーステート,440,2026-02-26,760000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15712,ゆう癖 / 屈腱炎,
1176,マイアイガー,牡,6,コパノリッキー,522,2025-06-19,760000,6405000,0,-842.8,https://auction.keiba.rakuten.co.jp/item/14329,骨折 / 骨膜炎,
2225,フェイズオブムーン,牝,3,パイロ,448,2024-11-21,750000,4405000,0,-587.3,https://auction.keiba.rakuten.co.jp/item/13394,,
138,オッハッピー,牝,2,ハッピースプリント,424,2025-11-27,750000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15366,,
1250,マイネルイリャルギ,牡,8,ベーカバド,517,2025-07-03,750000,46170000,0,-6156.0,https://auction.keiba.rakuten.co.jp/item/14403,ゆう癖 / 挫跖 / 旋回癖,
2358,カルミネイション,牝,3,ビッグアーサー,458,2025-12-25,750000,6240000,0,-832.0,https://auction.keiba.rakuten.co.jp/item/15443,,
429,アイドルフェスタ,牝,3,カリフォルニアクローム,460,2025-07-31,750000,0,1468000,195.7,https://auction.keiba.rakuten.co.jp/item/14565,OCD / 骨折 / 骨片,
1899,クリノホムラ,牡,2,トゥザワールド,466,2024-09-26,750000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13064,,
2299,クリノレガシー,牡,2,アスカクリチャン,430,2024-12-12,750000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/13469,,
425,ミリオンヒット,牝,3,アジアエクスプレス,398,2025-07-27,750000,1800000,0,-240.0,https://auction.keiba.rakuten.co.jp/item/14561,,
1765,サーマル,セ,4,ロジャーバローズ,440,2026-01-08,750000,3500000,0,-466.7,https://auction.keiba.rakuten.co.jp/item/15549,屈腱炎 / 繋靭帯炎,
814,ミニストリー,牝,5,シニスターミニスター,452,2025-09-11,750000,5109000,0,-681.2,https://auction.keiba.rakuten.co.jp/item/14961,喘鳴症,
41,ジャストハンマー,牝,3,ミスターメロディ,482,2025-11-06,750000,4610000,4610000,0.0,https://auction.keiba.rakuten.co.jp/item/15274,,
1277,ロコモーション,セ,3,サトノクラウン,474,2025-07-10,750000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/14430,,
2527,ディオスデルマール,牝,3,ミスチヴィアスアレックス,446,2026-02-05,750000,0,0,0.0,https://auction.keiba.rakuten.co.jp/item/15619,,
514,ウィズホープ,牝,4,ゴールドシップ,444,2025-08-10,750000,1620000,1698000,10.4,https://auction.keiba.rakuten.co.jp/item/14651,骨折,
